path,name,created_on,last_modified
https://www.zu.ac.ae/main/files/contents/alumni/images/wherearethey.png,wherearethey.png,2015-07-06 17:58:52,2015-07-06 17:58:52
https://www.zu.ac.ae/main/files/contents/as/news/HSS-news.jpg,HSS-news.jpg,2015-07-06 18:01:41,2015-07-06 18:01:41
