path,title,created-on,last-modified
https://www.zu.ac.ae/main/files/contents/ice/images/thunderbird.jpg,thunderbird.jpg,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/ice/images/shrm.jpg,shrm.jpg,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/ice/images/oklahoma_state_university.jpg,oklahoma_state_university.jpg,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/ice/images/ilm.jpg,ilm.jpg,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/ice/images/ifslogo.jpg,ifslogo.jpg,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/ice/images/ct-link.jpg,ct-link.jpg,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/ice/images/cs-link.jpg,cs-link.jpg,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/ice/images/ce-link.jpg,ce-link.jpg,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/ice/images/banner/CE_summer-fall_r3_c3.jpg,CE_summer-fall_r3_c3.jpg,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/ice/images/banner/CE_summer-fall_r3_c2.jpg,CE_summer-fall_r3_c2.jpg,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/ice/images/banner/CE_summer-fall_r3_c1.jpg,CE_summer-fall_r3_c1.jpg,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/ice/images/banner/CE_summer-fall_r2_c4.jpg,CE_summer-fall_r2_c4.jpg,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/ice/images/banner/CE_summer-fall_r1_c4.jpg,CE_summer-fall_r1_c4.jpg,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/ice/images/banner/CE_summer-fall_r1_c1.jpg,CE_summer-fall_r1_c1.jpg,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/contact_us/fullcampus_arabic.pdf,fullcampus_arabic.pdf,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/contact_us/driving_english.pdf,driving_english.pdf,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/contact_us/driving_arabic.pdf,driving_arabic.pdf,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/contact_us/buildings.pdf,buildings.pdf,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/contact_us/fullcampus_english.pdf,fullcampus_english.pdf,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/contact_us/KVMap.pdf,KVMap.pdf,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/contact_us/Buildings_dubai_2015.pdf,Buildings_dubai_2015.pdf,7/6/2015 8:27,7/6/2015 8:27
https://www.zu.ac.ae/main/files/contents/contact_us/ZU_AUH_Road_Direction_Map.pdf,ZU_AUH_Road_Direction_Map.pdf,12/8/2016 7:26,12/8/2016 7:26
